"","dates","V1","V2","V3","V4","V5","V6","V7","V8"
"17209",2003-07-23,0,0,0,0,0,0,0,0
"17211",2003-07-24,0,0,0,0,0,0,0,0
"17213",2003-07-25,0,0,0,0,0,0,0,0
"17215",2003-07-26,0,0,0,0,0,0,0,0
"17217",2003-07-27,0,0,0,0,0,0,0,0
"17219",2003-07-28,0,0,0,0,0,0,0,0
"17221",2003-07-29,0,0,0,0,0,0,0,0
"17223",2003-07-30,0,0,0,0,0,0,0,0
"17225",2003-07-31,0,0,0,0,0,0,0,0
"17227",2003-08-01,0,0,0,0,0,0.6,0,0
"17229",2003-08-02,0,0,0,0,0,0.5,0,5.4
"17231",2003-08-03,0,0,0,0,0,2.2,0,1.7
"17233",2003-08-04,0,0,0,0,0,1.5,0,0
"17235",2003-08-05,0,0,0,0,0,0.7,0,0
"17237",2003-08-06,0,0,0,0,0,0,0,0
"17239",2003-08-07,0,0,0,0,0,0,0,0
"17241",2003-08-08,0,0,0,0,0,0,0,0
"17243",2003-08-09,0,0,0,0,0,1.7,0,0
"17245",2003-08-10,0,0,0,0,0,2.3,0,0.7
"17247",2003-08-11,0,0,0,0,0,0,0,0
"17249",2003-08-12,0,0,0,0,0,0.3,0,1.2
"17251",2003-08-13,0,0,0,0,0,1.4,0,5.6
"17253",2003-08-14,0,0,0,0,0,0,0,0
"17255",2003-08-15,0,0,0,0,0,0,0,0
"17257",2003-08-16,0,0,0,0,0,0,0,0
"17259",2003-08-17,0,0,0,0,0,0,0,0
"17261",2003-08-18,0,0,0,0,0,0,0,0
"17263",2003-08-19,0,0,0,0,0,0,0,0
"17265",2003-08-20,0,0,0,0,0,0,0,0
"17267",2003-08-21,0,0,0,0,0,0,0,0
"17269",2003-08-22,0,0,0,0,0,0,0,0
"17271",2003-08-23,0,0,0,0,0,0,0,0
"17273",2003-08-24,0,0,0,0,0,0,0,0
"17275",2003-08-25,0,0,0,0,0,0,0,0
"17277",2003-08-26,0,0,0,0,0,0,0,0
"17279",2003-08-27,0,0,0,0,0,0,0,0
"17281",2003-08-28,0,0,0,0,0,0,0,0
"17283",2003-08-29,0,0,0,0,0,0.5,0,1.9
"17285",2003-08-30,0,0,0,0,0,0.8,0,0.8
"17287",2003-08-31,0,0,0,0,0,1.4,0,0
"17289",2003-09-01,0,0,0,0,0,0.3,0,0
"17291",2003-09-02,0,0,0,0,0,0,0,0
"17293",2003-09-03,0,0,0,0,0,0,0,0
"17295",2003-09-04,0,0,0,0,0,0,0,0
"17297",2003-09-05,0,0,0,0,0,0,0,0
"17299",2003-09-06,0,0,0,0,0,0,0,0
"17301",2003-09-07,0,0,0,0,0,0,0,0
"17303",2003-09-08,0,0,0,0,0,0,0,0
"17305",2003-09-09,0,0,0,0,0,0,0,0
"17307",2003-09-10,0,0,0,0,0,0,0,0
"17309",2003-09-11,0,0,0,0,0,0,0,2.2
"17311",2003-09-12,0,0,0,0,0,0,0,7.7
"17313",2003-09-13,0,0,0,0,0,3.2,0,0.8
"17315",2003-09-14,0,0,0,0,0,0.3,0,0
"17317",2003-09-15,0,0,0,0,0,0,0,0
"17319",2003-09-16,0,0,0,0,0,0,0,0
"17321",2003-09-17,0,0,0,0,0,0.7,0,0
"17323",2003-09-18,0,0,0,0,0,0.3,0,0
"17325",2003-09-19,0,0,0,0,0,0.8,0,0
"17327",2003-09-20,0,0,0,0,0,0.8,0,0
"17329",2003-09-21,0,0,0,0,0,4.1,0,0
"17331",2003-09-22,0,0,0,0,0,10.5,0,0
"17333",2003-09-23,0,0,0,0,0,4.8,0,9.1
"17335",2003-09-24,0,0,0,0,0,1.9,0,1.5
"17337",2003-09-25,0,0,0,0,0,0,0,0
"17339",2003-09-26,0,0,0,0,0,0.5,0,0
"17341",2003-09-27,0,0,0,0,0,0.6,0,0
"17343",2003-09-28,0,0,0,0,0,0,0,0
"17345",2003-09-29,0,0,0,0,0,0,0,0
"17347",2003-09-30,0,0,0,0,0,0,0,0
"17349",2003-10-01,0,0,0,0,0,0,0,0
"17351",2003-10-02,0,0,0,0,0,0.2,0,2.8
"17353",2003-10-03,0,0,0,0,0,1.4,0,5.3
"17355",2003-10-04,0,0,0.8,0,0,7.9,0,2.3
"17357",2003-10-05,0,0,0,0,0,0.7,0,0
"17359",2003-10-06,0,0,0,0,0,0,0,0
"17361",2003-10-07,0,0,0,0,0,0,0,0
"17363",2003-10-08,0,0,0,0,0,0.2,0,0
"17365",2003-10-09,0,0,0,0,0,0.5,0,0
"17367",2003-10-10,0,0,0,0,0,1.9,0,0
"17369",2003-10-11,0,0,0,0,0,7.9,0,0
"17371",2003-10-12,0,0,0.7,0,1.7,6.5,0,0
"17373",2003-10-13,0,0,2.8,0,3.4,4.5,0,0
"17375",2003-10-14,0,0,0,0,7,0.1,0,0
"17377",2003-10-15,0,0,0,0,5.9,0,0,0
"17379",2003-10-16,0,0,0,0,2.2,0,0,0
"17381",2003-10-17,0,0,0,0,0,0,0,0
"17383",2003-10-18,0,0,0,0,0,0,0,0
"17385",2003-10-19,0,0,0,0,0,0,0,0
"17387",2003-10-20,0,0,0,0,0,4.3,0,0
"17389",2003-10-21,0,0,0,4,0,6.7,0,2.1
"17391",2003-10-22,0.1,0,0,2,0,0,0,1.5
"17393",2003-10-23,0,0,0,0,0,0,0,0
"17395",2003-10-24,0,0,1.5,0,0,0.2,0,3.8
"17397",2003-10-25,0,0,0,0,0,7.2,0,0.9
"17399",2003-10-26,0,0,0,0,4.7,0,0,0
"17401",2003-10-27,0,0.2,0,0,2.2,0.4,0,2.2
"17403",2003-10-28,0,3.4,6.4,6,2.2,1.9,0,7.2
"17405",2003-10-29,2.3,3.7,5.6,5.3,0,8.9,2.7,1.4
"17407",2003-10-30,0.4,0.2,7.6,4.5,0,12.3,1.3,0
"17409",2003-10-31,0,0,0,5.5,0,0,0,0
"17411",2003-11-01,0,0,0,0,0,0,0,0
"17413",2003-11-02,0,0.2,0,2,0,7.9,0,0
"17415",2003-11-03,0,0.1,0,0,0,8.5,0,0
"17417",2003-11-04,0,0,0,0,0,7.7,0,0
"17419",2003-11-05,0,0,0,0,0,2.5,0,0
"17421",2003-11-06,0,0,0,0,0,1.3,0,0
"17423",2003-11-07,0,0,0,0,0,0,0,0
"17425",2003-11-08,0,0,0,0,0,0,0,4.2
"17427",2003-11-09,0,0,0,0,0,0,0,3.9
"17429",2003-11-10,0,0,0,0,0,0,0,0
"17431",2003-11-11,0,0,0,0,0,0,0,0
"17433",2003-11-12,0,0,0,0,0,0,0,4.8
"17435",2003-11-13,0,0,0,0,0,0,0,0.6
"17437",2003-11-14,0,0,0,0,0,0,0,0
"17439",2003-11-15,0,0,0,0,0,0,0,0
"17441",2003-11-16,0,0,0,0,0,0,0,2.7
"17443",2003-11-17,0,0,0,0,0,0,0,0
"17445",2003-11-18,0,0,0,0,0,0,0,0
"17447",2003-11-19,0,0,0,0,0,0,0,0
"17449",2003-11-20,0,0,0,0,0,0,0,0
"17451",2003-11-21,0,0,0,0,0,0,0,0
"17453",2003-11-22,0,0,0,0,0,0,0,0
"17455",2003-11-23,0,0,0,0,0,0,0,0
"17457",2003-11-24,0,0,0,0,1.5,0,0,0
"17459",2003-11-25,0,0.1,0,1,7.2,9.8,0,2.4
"17461",2003-11-26,0,2.4,4.4,6.1,7.5,3.4,0,3.9
"17463",2003-11-27,1.3,3.1,5.7,5.2,0,7.8,0,6.7
"17465",2003-11-28,0,4.3,6.5,1.5,1.2,6.2,3,0
"17467",2003-11-29,0,0.2,1.6,0,8.1,0.3,0,0
"17469",2003-11-30,0.1,2.8,0,0,0,0.8,0,0
"17471",2003-12-01,2.4,3.9,8,2.5,0,7.3,3.7,5.6
"17473",2003-12-02,5.6,4.5,19.1,7.3,6.9,13.4,0,13
"17475",2003-12-03,0.7,10,5.7,10.4,6.3,3.7,3.5,10.9
"17477",2003-12-04,5.4,5.4,8.7,6.5,10.1,6.8,2,18.7
"17479",2003-12-05,0.8,2.8,8,8.4,11.9,12.4,7,11.4
"17481",2003-12-06,0,1.5,8.5,7.5,2.9,6.9,0,3.5
"17483",2003-12-07,0.2,6.4,3,0,0,1.7,0,12
"17485",2003-12-08,0.3,0,2,0,0,5.3,0,2
"17487",2003-12-09,0,0,0,2,0,0.9,0,0.8
"17489",2003-12-10,0,2.9,0,0,0,4.9,0,3
"17491",2003-12-11,0,0,0,0,0,0.7,0,1.1
"17493",2003-12-12,0,0,0,4,1.1,0.7,0,0.5
"17495",2003-12-13,0,0.8,5,3.5,2.5,7.6,0,5.3
"17497",2003-12-14,0,1.3,3.9,7.5,4.8,11.6,0,12
"17499",2003-12-15,0,0,4,0,10,9.1,0,13.4
"17501",2003-12-16,0.6,5,3.8,5,16,1.3,2.7,7.7
"17503",2003-12-17,0.4,0,6.4,3.5,6.8,3.2,2.2,5.4
"17505",2003-12-18,3.1,4.8,8.5,0,5.3,4.1,3.8,2.4
"17507",2003-12-19,3.7,2.4,1.6,6.5,3.4,0.3,0,2.2
"17509",2003-12-20,0.4,0.7,2.5,5.5,7.8,0.8,11,0
"17511",2003-12-21,0,2.6,6.5,4.5,9.8,2.5,0,9.6
"17513",2003-12-22,0,0.8,8.9,6.5,5.3,3.6,2,5.3
"17515",2003-12-23,2.1,0.2,1,10,3.1,1.3,2.8,0
"17517",2003-12-24,0.4,0.7,5.9,9.5,10.5,6.8,0,4.2
"17519",2003-12-25,0,0.3,4.2,7.5,6,3.2,0,5.2
"17521",2003-12-26,8,6.5,13.2,8.4,12.2,13.6,9,6.6
"17523",2003-12-27,3,6.3,8.6,0,3.3,9.6,3.8,9.7
"17525",2003-12-28,9.7,3.3,1.7,0,0,0.4,1.6,5.7
"17527",2003-12-29,0,3.1,4.4,0,0,6.5,1.4,0.6
"17529",2003-12-30,0,1.3,0,0,0,0.4,0,0
"17531",2003-12-31,0.1,1,0,0,0,7,0,0.8
"17533",2004-01-01,0.1,1.7,0,3.5,0,0.2,0,1.5
"17535",2004-01-02,0.2,0,0,2.4,4.2,5.9,3.1,0
"17537",2004-01-03,0.1,0,1.4,0,4.4,2.6,1,9
"17539",2004-01-04,0,4.4,1.7,0,4.4,20,11,8.2
"17541",2004-01-05,0,0,0,0,1.4,8.3,0,2.5
"17543",2004-01-06,0,0,0,2,0,0,0,0.4
"17545",2004-01-07,0.5,0,0,0,0,0,0,6
"17547",2004-01-08,0.2,0,5.7,0,0,7.8,0,0.6
"17549",2004-01-09,0,2,0,0,0,0.9,0,7.2
"17551",2004-01-10,0,0,3,0,0,14.4,0,2.2
"17553",2004-01-11,0,0,0,1.5,0,0,0,9.9
"17555",2004-01-12,0,0,0,0,0,0,0,1.5
"17557",2004-01-13,0,0,0,0,0,0,0,0
"17559",2004-01-14,0,0,0,0,0,0,0,0
"17561",2004-01-15,0,0,0,0,0,0,0,0
"17563",2004-01-16,0,0,0,0,0,0,0,0
"17565",2004-01-17,0,0,0,0,0,0,0,0
"17567",2004-01-18,0,0,0,0,0,0,0,0
"17569",2004-01-19,0,0,0,0,0,0,0,0
"17571",2004-01-20,0,0,0,0,0,0,0,0
"17573",2004-01-21,0,0,0,0,0,0,0,0
"17575",2004-01-22,0,0,0,0,0,0,0,0
"17577",2004-01-23,0,0,0,0,0,0,0,0
"17579",2004-01-24,0,0,0,0,2.1,0,0,0
"17581",2004-01-25,0,0,0,1,5.9,0,0,0
"17583",2004-01-26,0,0,0.8,8.5,5.4,7.8,0,6.5
"17585",2004-01-27,2.5,8.3,9.2,4.5,9.5,3.8,3.1,6.5
"17587",2004-01-28,2.4,2.3,2,0,1.5,12.1,2.6,0
"17589",2004-01-29,NA,9.2,6.6,0,0,0.3,0,0.6
"17591",2004-01-30,NA,1.5,2.1,0,0,0.8,3.6,0
"17593",2004-01-31,0.2,0,0,0,0,0.6,0,0
"17595",2004-02-01,0.1,0,0.3,2,0,0,0,0
"17597",2004-02-02,0,0.4,4.5,2.5,0,1.6,0,1.1
"17599",2004-02-03,0,0,14.2,3.5,0,14.1,0,2.2
"17601",2004-02-04,0,0.9,1.2,0,4.2,19.4,0,1
"17603",2004-02-05,0,0,11.5,4,8.5,26.5,6,6.3
"17605",2004-02-06,3.9,0.9,12.5,0,4.4,9.3,11,7.7
"17607",2004-02-07,2,3.6,5.8,2,6.5,21.4,2.6,9
"17609",2004-02-08,5.4,7.2,5.7,3,8.1,27.3,8.2,4.9
"17611",2004-02-09,2.4,7.7,0,4.5,11.7,25.2,10.3,0.7
"17613",2004-02-10,1.2,2.3,10.4,10.2,0,10.8,4.1,8.4
"17615",2004-02-11,9.1,8.4,22.2,10,0,22.2,28.5,15.5
"17617",2004-02-12,4.7,7.1,19.4,2.5,1.7,19.3,29.3,5.8
"17619",2004-02-13,0.1,6,7.2,3.5,3.2,12.8,0,1.1
"17621",2004-02-14,0.2,1.5,5,4.3,5.5,21.4,9.3,0.6
"17623",2004-02-15,0,0.2,3,0,11.2,18,0,15.4
"17625",2004-02-16,0,0,0,0,7,12.3,0,1.8
"17627",2004-02-17,0,0,0,0,5.8,13.5,0,0
"17629",2004-02-18,0,0,4.7,7.5,5.7,10.6,0,3.5
"17631",2004-02-19,NA,0,1.1,0,1.7,18.3,0,7.9
"17633",2004-02-20,2.1,0,7.1,0,0,21.1,0,17.5
"17635",2004-02-21,NA,0,5,4,0,3.3,0,5.2
"17637",2004-02-22,0,0,7,3,0,1.4,0,0
"17639",2004-02-23,1.8,0,2.4,0,0,0.6,0,0
"17641",2004-02-24,0,0,0.6,0,0,0.4,0,0
"17643",2004-02-25,2.3,0,0,0,0,0,0,0
"17645",2004-02-26,0.6,0,0,0,0,23.9,0,0
"17647",2004-02-27,3,0,4.5,1,0,3.5,0,0
"17649",2004-02-28,3.2,0,0,2,0,0,11.9,2
"17651",2004-02-29,0,0,0,3,0,0,0,1.5
"17653",2004-03-01,0,0,0,0,0,0.9,0,0
"17655",2004-03-02,0,0,0,0,3.8,0,0,0
"17657",2004-03-03,0,0,0,0,5.2,0,0,0
"17659",2004-03-04,0.5,0.2,2.4,0,4.8,0,3.6,1.9
"17661",2004-03-05,8.8,6.2,8.2,2,10.2,0,7.4,6.3
"17663",2004-03-06,1.1,4.7,4.8,1,7.9,0,0,5.6
"17665",2004-03-07,NA,1.7,5.3,0,3.6,0,3.4,1.2
"17667",2004-03-08,1.8,0.6,5.6,5.3,7.6,0.2,9.6,1.5
"17669",2004-03-09,0.3,0.1,5.8,2.5,2.3,0.5,0,3.2
"17671",2004-03-10,NA,1.8,1.7,5,0,0,0,6.5
"17673",2004-03-11,2.5,1.6,1.1,0,3.1,0.9,4.1,5
"17675",2004-03-12,0.8,0,5.4,10,5.4,1.4,1,0.8
"17677",2004-03-13,1.1,4,3.4,9,3.9,2.9,0,5.7
"17679",2004-03-14,5.4,2.4,0,0,7.3,4.4,0,4.6
"17681",2004-03-15,3.6,0,1.4,4.5,5.4,2.1,0,7.6
"17683",2004-03-16,7.4,6.6,2.3,5.5,5.6,6.9,3.1,1
"17685",2004-03-17,NA,4.5,0,10,3.4,7.9,0,2.1
"17687",2004-03-18,1.3,4.9,4.9,12,1.2,1.8,0,0.9
"17689",2004-03-19,0,0.7,8.1,3,0,31.6,0,3.4
"17691",2004-03-20,NA,2.9,2.4,8.5,0,0,3.8,0
"17693",2004-03-21,0,0,0,5,0,5,0,2.9
"17695",2004-03-22,0.5,0.5,1.6,0,0,6.5,1.2,6.2
"17697",2004-03-23,0.7,8.8,0.9,5.6,0,2.6,4.9,9.9
"17699",2004-03-24,0,1.5,1.5,10.7,0,0,0,7.3
"17701",2004-03-25,0,0.8,10.9,3.5,0,0,0,6.3
"17703",2004-03-26,0,1.2,0,0,0,0.3,0,4
"17705",2004-03-27,0,3.9,5,4.5,0,0,0,1.6
"17707",2004-03-28,0,0,0,0,0,0.6,0,0
"17709",2004-03-29,0,0.2,0,0,0,0.7,0,0
"17711",2004-03-30,0,0,0,0,0,1.6,0,1.1
"17713",2004-03-31,0,0,1.5,0,0,0.4,0,0
"17715",2004-04-01,0.5,0,3.6,2,0,3.8,0,9.8
"17717",2004-04-02,0.9,1.3,0,3,2.5,10.7,0,2.4
"17719",2004-04-03,6.9,9.9,11.2,0,4.3,9.9,1,9.3
"17721",2004-04-04,0,0,0,0,8.9,0,0,0.8
"17723",2004-04-05,0,0,1.2,0,7.5,0,0,0
"17725",2004-04-06,NA,0,2,0,3.2,0,0,0
"17727",2004-04-07,0.7,0,0,0,13.7,0.4,3,0
"17729",2004-04-08,0,0,0,0,2.3,26.5,0,0
"17731",2004-04-09,0,0,1.7,7.5,0,6.9,0,4
"17733",2004-04-10,0,0,3.6,8.2,0,7.6,0,4.4
"17735",2004-04-11,NA,3.1,7.3,10.5,0,10.8,4.2,1.5
"17737",2004-04-12,0.1,5.2,12,0,0,2.5,0,1.7
"17739",2004-04-13,0.2,0,1.9,0,0,0,0,0.4
"17741",2004-04-14,0,4.6,1.9,0,0,1.3,0,4.8
"17743",2004-04-15,0.2,0.2,0,5.5,0,13.1,0,1.1
"17745",2004-04-16,3,0,0,0,0,12.2,0,0
"17747",2004-04-17,1.7,0,0,0,0,0,0,0
"17749",2004-04-18,0,0,0,0,0,0,0,0
"17751",2004-04-19,0,0,0,0,0,0,0,0
"17753",2004-04-20,0,0,0,0,0,0,0,0
"17755",2004-04-21,0,0,0,0,0,0,0,0
"17757",2004-04-22,0,0,0,0,0,0,0,0
"17759",2004-04-23,0,0,0,0,0,0,0,0
"17761",2004-04-24,0,3.4,0,0,0,0,0,0
"17763",2004-04-25,0,0,0,0,0,0.6,0,0
"17765",2004-04-26,0.2,0,0.2,0,0,0.2,0,1
"17767",2004-04-27,0,0,0,0,0,1.9,0,1.6
"17769",2004-04-28,0,0,0,0,0,4.3,0,0
"17771",2004-04-29,0,0,0.4,0,0,0.2,0,0
"17773",2004-04-30,0,0,0,0,0,4.8,0,0
"17775",2004-05-01,0,0,0,NA,0,4.7,0,0
"17777",2004-05-02,0,0,0,0,0,2.3,0,0
"17779",2004-05-03,0,0,0.3,0,0,1.3,0,1.8
"17781",2004-05-04,0,0,0,0,0,2.6,2.4,0
"17783",2004-05-05,0,0,0,0,0,0,0,0
"17785",2004-05-06,0,0,2.2,0,0,5.5,0,0
"17787",2004-05-07,0,0,0,0,0,2.1,0,0
"17789",2004-05-08,0,0,0,0,0,3.2,0,0
"17791",2004-05-09,0,0,0,0,0,9.2,0,0
"17793",2004-05-10,0,0,0,0,0,0.9,0,0
"17795",2004-05-11,0,0,0,0,0,0,0,0
"17797",2004-05-12,0,0,0,0,0,0,0,0
"17799",2004-05-13,0,0,0,0,0,3.5,0,0
"17801",2004-05-14,0,0,0,0,0,0,0,0
"17803",2004-05-15,0,0,0,0,0,0,0,0
"17805",2004-05-16,0,0,0,0,0,1.7,0,0
"17807",2004-05-17,0,0,0,0,0,0.2,0,0
"17809",2004-05-18,0,0,0,0,0,1.4,0,5
"17811",2004-05-19,0,0,0,0,0,1.3,0,1.7
"17813",2004-05-20,0,0,0,0,0,0,0,0
"17815",2004-05-21,0,0,0,0,0,3.5,0,0
"17817",2004-05-22,0,0,0,0,0,1.3,0,0
"17819",2004-05-23,0,0,0,0,0,0,0,0
"17821",2004-05-24,0,0,0,0,0,0,0,0
"17823",2004-05-25,0,0,0,0,0,2.8,0,0
"17825",2004-05-26,0,0,0.8,0,0,1.7,0,0
"17827",2004-05-27,0,0,0.3,0,0,8.3,0,0
"17829",2004-05-28,0,0,0,0,0,0,0,0
"17831",2004-05-29,0,0,0,0,0,0,0,0
"17833",2004-05-30,0,0,0,0,0,0,0,0
"17835",2004-05-31,0,0,0,0,0,0,0,0
"17837",2004-06-01,0,0,0,NA,0,0,0,0
"17839",2004-06-02,0,0,0,0,0,0,0,0
"17841",2004-06-03,0,0,0,0,0,0,0,0
"17843",2004-06-04,0,0,0,0,0,0,0,0
"17845",2004-06-05,0,0,0,0,0,0,0,0
"17847",2004-06-06,0,0,0,0,0,0.7,0,0
"17849",2004-06-07,0,0,0,0,0,0.6,0,0
"17851",2004-06-08,0,0,0,0,0,4.1,0,0
"17853",2004-06-09,0,0,0,0,0,3.7,0,0
"17855",2004-06-10,0,0,0,0,0,0,0,0
"17857",2004-06-11,0,0,0,0,0,0,0,0
"17859",2004-06-12,0,0,0,0,0,0,0,0
"17861",2004-06-13,0,0,0,0,0,2,0,0
"17863",2004-06-14,0,0,0,0,0,0,0,3.2
"17865",2004-06-15,0,0,0,0,0,0,0,1.5
"17867",2004-06-16,0,0,0,0,0,0,0,0
"17869",2004-06-17,0,0,0,0,0,0,0,0
"17871",2004-06-18,0,0,0,0,0,0,0,4.7
"17873",2004-06-19,0,0,0,0,0,0,0,1
"17875",2004-06-20,0,0,0,0,0,3.1,0,0
"17877",2004-06-21,0,0,0,0,0,0.9,0,0
"17879",2004-06-22,0,0,0,0,0,0,0,0
"17881",2004-06-23,0,0,0,0,0,0,0,1.5
"17883",2004-06-24,0,0,0,0,0,0.4,0,6.5
"17885",2004-06-25,0,0,0,0,0,0,0,0
"17887",2004-06-26,0,0,0,0,0,0,0,3
"17889",2004-06-27,0,0,0,3,0,0,0,5.8
"17891",2004-06-28,0,0,0,2.5,0,0,0,1.8
"17893",2004-06-29,0,0,0,1,0,0.9,0,3.6
"17895",2004-06-30,0,0,0,0,0,0.4,0,1.9
"17897",2004-07-01,0,0,NA,0,0,0.4,0,0
"17899",2004-07-02,0,3.2,3.7,0,0,0,0,0
"17901",2004-07-03,0,0,0,0,0,3,0,0
"17903",2004-07-04,0,0,0,0,0,2.1,0,0
"17905",2004-07-05,0,0,0,0,0,2.8,0,0
"17907",2004-07-06,0,0,0,0,0,0,0,0
"17909",2004-07-07,0,0,0,0,0,0,0,0
"17911",2004-07-08,0,0,0,0,0,0.8,0,0
"17913",2004-07-09,0,0,0,0,0,0.7,0,0
"17915",2004-07-10,0,0,0,0,0,0.2,0,0
"17917",2004-07-11,0,0,0,0,0,6.7,0,0
"17919",2004-07-12,0,0,0,0,0,3.1,0,0
"17921",2004-07-13,0,0,0,0,0,12.8,0,0
"17923",2004-07-14,0,0,0,0,0,9.4,0,0
"17925",2004-07-15,0,0,0,0,0,0,0,0
"17927",2004-07-16,0,0,0.7,0,0,1.2,0,0
"17929",2004-07-17,0,0,0,0,0,0,0,0
"17931",2004-07-18,0,0,0,0,0,0.5,0,0
"17933",2004-07-19,0,0,0,0,0,0.2,0,0
"17935",2004-07-20,0,0,0,0,0,0.4,0,0
"17937",2004-07-21,0,0,0,0,0,0.8,0,0
"17939",2004-07-22,0,0,0,0,0,0,0,0
"17941",2004-07-23,0,0,0,0,0,0,0,0
"17943",2004-07-24,0,0,0,0,0,0,0,0
"17945",2004-07-25,0,0,0,0,0,0,0,0
"17947",2004-07-26,0,0,0,0,0,0,0,0
"17949",2004-07-27,0,0,0,0,0,0,0,0
"17951",2004-07-28,0,0,0,0,0,0,0,0
"17953",2004-07-29,0,0,0,0,0,0,0,0
"17955",2004-07-30,0,0,0,0,0,0,0,0
"17957",2004-07-31,0,0,0,0,0,0,0,0
"17959",2004-08-01,0,0,0,0,0,0,0,0
"17961",2004-08-02,0,0,0,0,0,0,0,0
"17963",2004-08-03,0,0,0,0,0,0,0,0
"17965",2004-08-04,0,0,0,0,0,0,0,0
"17967",2004-08-05,0,0,0,0,0,0,0,0
"17969",2004-08-06,0,0,0,0,0,0,0,0
"17971",2004-08-07,0,0,0,0,0,0,0,1.4
"17973",2004-08-08,0,0,0,0,0,0.3,0,2.3
"17975",2004-08-09,0,0,0,0,0,0.7,0,0
"17977",2004-08-10,0,0,0,0,0,0,0,0
"17979",2004-08-11,0,0,0,0,0,0,0,0
"17981",2004-08-12,0,0,0,0,0,0,0,0
"17983",2004-08-13,0,0,0,0,0,0,0,0
"17985",2004-08-14,0,0,0,0,0,0,0,0
"17987",2004-08-15,0,0,0,0,0,0,0,0
"17989",2004-08-16,0,0,0,0,0,0,0,0
"17991",2004-08-17,0,0,0,0,0,0,0,0
"17993",2004-08-18,0,0,0,0,0,0,0,0
"17995",2004-08-19,0,0,0,0,0,0,0,0
"17997",2004-08-20,0,0,0,0,0,0,0,0
"17999",2004-08-21,0,0,0,0,0,0,0,0
"18001",2004-08-22,0,0,0,0,0,0,0,0
"18003",2004-08-23,0,0,0,0,0,0,0,0
"18005",2004-08-24,0,0,0,0,0,0,0,0
"18007",2004-08-25,0,0,0,0,0,0,0,0
"18009",2004-08-26,0,0,0,0,0,0,0,0
"18011",2004-08-27,0,0,0,0,0,0,0,0
"18013",2004-08-28,0,0,0,0,0,0.8,0,0
"18015",2004-08-29,0,0,0,0,0,3.4,0,0
"18017",2004-08-30,0,0,0,0,0,0,0,0
"18019",2004-08-31,0,0,0,0,0,0,0,0
"18021",2004-09-01,0,0,0,NA,0,0,0,0
"18023",2004-09-02,0,0,0,0,0,0,0,0
"18025",2004-09-03,0,0,0,0,0,1.3,0,0
"18027",2004-09-04,0,0,0,0,0,1,0,0
"18029",2004-09-05,0,0,0,0,3.5,0,0,2
"18031",2004-09-06,0,0,1.4,0,3.4,0,0,8.1
"18033",2004-09-07,0,6.2,3.8,15,2.6,0,0,10.6
"18035",2004-09-08,0,2.1,5,12.5,1.3,2,0,5
"18037",2004-09-09,0,0.1,3.2,10.4,0,1,0,8.7
"18039",2004-09-10,0,1.4,4.8,0,0,0,0,6.2
"18041",2004-09-11,0,0,0,0,0,0,0,0
"18043",2004-09-12,0,0,0,0,0,2.7,0,0
"18045",2004-09-13,0,0,0,0,0,0.8,0,0
"18047",2004-09-14,0,0,0,0,0,0,0,0
"18049",2004-09-15,0,0,0,0,0,0,0,0
"18051",2004-09-16,0,0,0,0,0,0,0,0
"18053",2004-09-17,0,0,0,0,0,0.7,0,0
"18055",2004-09-18,0,0,0,0,0,1.8,0,0
"18057",2004-09-19,0,0,0,0,0,1,0,0
"18059",2004-09-20,0,0,0,7,0,0,0,1.3
"18061",2004-09-21,0,0,0,0,0,1,0,3.1
"18063",2004-09-22,0,0,0,0,6.5,2.5,0,1.7
"18065",2004-09-23,0,0,0,0,2.4,0.4,0,0
"18067",2004-09-24,0,0,0.6,0,7.1,0,0,4.9
"18069",2004-09-25,0,1,0,0,0,1,2.2,3.4
"18071",2004-09-26,0,0,0,0,0,1.5,0,0
"18073",2004-09-27,0,0,0,0,0,0,0,0
"18075",2004-09-28,0,0,0,0,0,1.2,0,4.9
"18077",2004-09-29,0,0,3.6,0,0,3.6,0,6
"18079",2004-09-30,0,0,1.6,0,0,1.9,0,4.9
"18081",2004-10-01,0,0,0,0,0,3.8,0,3.6
"18083",2004-10-02,0,0,4.9,5.3,0,4.8,0,3.5
"18085",2004-10-03,0,0,6.4,5,0,10.1,1,2.7
"18087",2004-10-04,0,0,0,3,6.1,2.6,0,1.8
"18089",2004-10-05,0,0,0,0,5.4,0.9,0,9.6
"18091",2004-10-06,0,0,0,0,4.2,1.5,1.2,5.4
"18093",2004-10-07,0,0,3.3,0,1.2,1.1,0,1.1
"18095",2004-10-08,0,0,0,0,0,0.6,0,0
"18097",2004-10-09,0,0,0,0,0,6.2,0,0
"18099",2004-10-10,0.2,0,0,0,0,1.3,0,0
"18101",2004-10-11,1.3,0,0,0,0,0,0,0
"18103",2004-10-12,0,0,0,0,0,0,0,0
"18105",2004-10-13,0,0,0,0,0,0,0,0
"18107",2004-10-14,0,0,0,0,0,0,0,10
"18109",2004-10-15,0,0,0,0,0,0,0,1.5
"18111",2004-10-16,0,0,0,0,0,2,0,1
"18113",2004-10-17,0,0,2.6,3.5,0,6.3,0,2.5
"18115",2004-10-18,0,0,1.5,0,0,15.3,0,1.2
"18117",2004-10-19,0.1,0,0,0,0,5.2,0,3.4
"18119",2004-10-20,0,0,2.9,4,0,5.3,0,4.9
